,cat_name,num_images,num_videos,age,breed,color,size,sex,characteristics,house_trained,health,good_in_a_home_with,adoption_fee,prefers_a_home_without,coat_length,pet_story_num_words,rescue_group,data_set
920,Tommy,4,0,Kitten,Tabby,Tabby (Buff / Tan / Fawn),Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs.",,,Short,46.0,CLAWS,thirty_days
921,Mizue,5,0,Adult,Calico,Calico,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs.",,,Short,48.0,CLAWS,thirty_days
922,Nino,2,0,Young,Domestic Short Hair,Tabby (Tiger Striped),Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,77.0,CLAWS,thirty_days
923,Panthro and Selene,5,0,Adult,Sphynx / Hairless Cat,Black,Medium,Male,,Yes,Spayed / neutered.,,,,Hairless,63.0,CLAWS,thirty_days
924,Urgent!! Amber Siamese mix NEEDS FOSTER,2,0,Adult,Siamese & Domestic Short Hair Mix,Blue Point,Medium,Female,"Sweet, scared, Gorgeous",Yes,"Vaccinations up to date, spayed / neutered, special needs. Needs socialization.",Other cats.,,,,88.0,CLAWS,thirty_days
925,Jake,2,0,Adult,Domestic Short Hair,Tabby (Buff / Tan / Fawn),Medium,Male,Sweet and Cuddly,Yes,Spayed / neutered.,,,Children.,Short,103.0,CLAWS,thirty_days
926,Urgent NEED FOSTER!! Ruby & Sapphire,6,0,Adult,Domestic Short Hair,,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,127.0,CLAWS,thirty_days
927,Katie Scarlett,0,0,Adult,American Shorthair,Tabby (Orange / Red),Medium,Female,,Yes,Spayed / neutered.,Other cats.,,,Short,61.0,CLAWS,thirty_days
928,Artemis,0,0,Young,American Shorthair,Black & White / Tuxedo,Medium,Male,,Yes,Spayed / neutered.,Other cats.,,,Short,59.0,CLAWS,thirty_days
929,Primrose,0,0,Adult,American Shorthair,Black,Large,Female,,Yes,Spayed / neutered.,Other cats.,,,Short,59.0,CLAWS,thirty_days
930,Anisette,0,0,Adult,American Shorthair,Black,Medium,Female,,Yes,Spayed / neutered.,Other cats.,,,Short,59.0,CLAWS,thirty_days
931,Ollie,0,0,Adult,Domestic Short Hair,Orange & White,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,51.0,CLAWS,thirty_days
932,Pumpkin and Patches,2,0,Young,Domestic Short Hair,Calico,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,158.0,CLAWS,thirty_days
933,Mama Daisy,2,0,Young,Domestic Short Hair,Gray / Blue / Silver,Medium,Female,,Yes,Vaccinations up to date.,,,,Short,58.0,CLAWS,thirty_days
934,Blanche,5,0,Kitten,Calico,,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,91.0,CLAWS,thirty_days
935,Ruby,2,1,Kitten,Domestic Short Hair & Calico Mix,,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,89.0,CLAWS,thirty_days
936,Laddie and Maxie,2,0,Young,Domestic Short Hair,Gray & White,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,81.0,CLAWS,thirty_days
937,Ziggy,3,0,Adult,Domestic Short Hair,Tabby (Buff / Tan / Fawn),Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,45.0,CLAWS,thirty_days
938,Liberty and Kimmie,5,1,Kitten,Domestic Short Hair,,Medium,Female,,Yes,Vaccinations up to date.,,,,Short,81.0,CLAWS,thirty_days
939,Cherry,0,0,Adult,Domestic Short Hair,Black,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,47.0,CLAWS,thirty_days
940,Peanutbutter,3,0,Senior,Tortoiseshell,Tortoiseshell,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,29.0,CLAWS,thirty_days
941,McDreamy,5,0,Adult,Domestic Long Hair,Gray & White,Large,Male,,Yes,"Vaccinations up to date, spayed / neutered, special needs. Feline Leukemia positive.",,,,Medium,77.0,CLAWS,thirty_days
942,Starbucks,5,0,Adult,Domestic Medium Hair,Orange & White,Medium,Male,"loving, playful",Yes,"Vaccinations up to date, spayed / neutered.",,,"Other cats, dogs.",Medium,86.0,CLAWS,thirty_days
943,Missy,5,0,Adult,Calico & Domestic Short Hair Mix,Dilute Calico,Medium,Female,,Yes,Spayed / neutered.,,,,Short,84.0,CLAWS,thirty_days
944,Milo,5,0,Adult,Tabby,Tabby (Buff / Tan / Fawn),Large,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,68.0,CLAWS,thirty_days
945,Macushla,2,1,Adult,Domestic Short Hair,White,Small,Male,,Yes,"Vaccinations up to date, special needs.",,,,Short,109.0,CLAWS,thirty_days
946,Deuce,3,0,Adult,Tortoiseshell,,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,66.0,CLAWS,thirty_days
947,Ringo,2,0,Young,Russian Blue & Domestic Short Hair Mix,Tabby (Brown / Chocolate),Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,33.0,"Homeless Animal Rescue Team, Inc.",thirty_days
948,Joanie,0,0,Kitten,Tabby & Domestic Short Hair Mix,Tabby (Brown / Chocolate),Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,33.0,"Homeless Animal Rescue Team, Inc.",thirty_days
949,Samson,5,1,Young,Domestic Short Hair,Buff / Tan / Fawn,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered, special needs. FIV +.",Other cats.,,,Short,185.0,"Homeless Animal Rescue Team, Inc.",thirty_days
950,Sebastian Urgent!,2,0,Young,Domestic Short Hair,Orange & White,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,96.0,"Homeless Animal Rescue Team, Inc.",thirty_days
951,Teddi,5,0,Kitten,Maine Coon & Domestic Medium Hair Mix,Black & White / Tuxedo,Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Medium,87.0,"Homeless Animal Rescue Team, Inc.",thirty_days
952,Hope,0,0,Young,Domestic Short Hair,Gray & White,Medium,Female,,Yes,Vaccinations up to date.,,,Other cats.,Short,115.0,"Homeless Animal Rescue Team, Inc.",thirty_days
953,Mini Bon,0,0,Young,Domestic Short Hair,Tortoiseshell,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,Other cats.,Short,51.0,"Homeless Animal Rescue Team, Inc.",thirty_days
954,Angel,0,0,Young,Domestic Short Hair,Orange / Red,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,Other cats.,Short,49.0,"Homeless Animal Rescue Team, Inc.",thirty_days
955,Lee Lee,2,0,Young,Domestic Short Hair,Tabby (Tiger Striped),Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,Other animals.,Short,62.0,"Homeless Animal Rescue Team, Inc.",thirty_days
956,Cinnamon,6,0,Young,Bengal & Maine Coon Mix,Tabby (Brown / Chocolate),Small,Male,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,76.0,"Homeless Animal Rescue Team, Inc.",thirty_days
957,Vegas,3,0,Young,Domestic Short Hair,Black,Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Short,53.0,"Homeless Animal Rescue Team, Inc.",thirty_days
958,Reno,4,0,Young,Tabby,Tabby (Brown / Chocolate),Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Short,49.0,"Homeless Animal Rescue Team, Inc.",thirty_days
959,Hershey,6,0,Young,Domestic Short Hair,Black,Small,Male,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,64.0,"Homeless Animal Rescue Team, Inc.",thirty_days
960,Reeses,6,0,Young,Tabby,Tabby (Brown / Chocolate),Small,Male,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,51.0,"Homeless Animal Rescue Team, Inc.",thirty_days
961,Roman,6,0,Young,Domestic Short Hair,Black & White / Tuxedo,Small,Male,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Short,67.0,"Homeless Animal Rescue Team, Inc.",thirty_days
962,Paris,5,0,Young,Domestic Short Hair,Gray & White,Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Short,65.0,"Homeless Animal Rescue Team, Inc.",thirty_days
963,Athens,5,0,Young,Dilute Calico,Dilute Calico,Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,63.0,"Homeless Animal Rescue Team, Inc.",thirty_days
964,Harry,2,0,Young,Domestic Short Hair,,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,43.0,"Homeless Animal Rescue Team, Inc.",thirty_days
965,Sophia,2,0,Young,Domestic Short Hair,Tortoiseshell,Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,69.0,"Homeless Animal Rescue Team, Inc.",thirty_days
966,Jax,0,0,Young,Tabby & Tiger Mix,White,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,Other cats.,Short,83.0,"Homeless Animal Rescue Team, Inc.",thirty_days
967,Sprinkes,3,1,Adult,Tabby & Bengal Mix,Tabby (Brown / Chocolate),Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,79.0,"Homeless Animal Rescue Team, Inc.",thirty_days
968,Pecan,3,0,Adult,Domestic Short Hair & Bengal Mix,Buff / Tan / Fawn,Small,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,72.0,"Homeless Animal Rescue Team, Inc.",thirty_days
969,Spencer,3,0,Adult,Domestic Short Hair & Tuxedo Mix,Black & White / Tuxedo,Small,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,56.0,"Homeless Animal Rescue Team, Inc.",thirty_days
970,Special K,2,0,Adult,Tabby & Bengal Mix,White,Small,Female,,Yes,Vaccinations up to date.,,,,Short,55.0,"Homeless Animal Rescue Team, Inc.",thirty_days
971,Bandit,2,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,82.0,"Homeless Animal Rescue Team, Inc.",thirty_days
972,Domino,2,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,85.0,"Homeless Animal Rescue Team, Inc.",thirty_days
973,Seraphina,3,0,Adult,Tortoiseshell,Tortoiseshell,Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,125.0,"Homeless Animal Rescue Team, Inc.",thirty_days
974,Georgie,6,0,Adult,Tabby,Tabby (Orange / Red),Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,134.0,"Homeless Animal Rescue Team, Inc.",thirty_days
975,Angelina,3,0,Adult,Tortoiseshell,Tortoiseshell,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,50.0,"Homeless Animal Rescue Team, Inc.",thirty_days
976,Dawn,3,0,Adult,Tabby & Bengal Mix,White,Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,71.0,"Homeless Animal Rescue Team, Inc.",thirty_days
977,Olivia,0,0,Adult,Tabby & Calico Mix,Tabby (Brown / Chocolate),Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,34.0,"Homeless Animal Rescue Team, Inc.",thirty_days
978,Tula,3,0,Adult,Tabby,Tabby (Brown / Chocolate),Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,105.0,"Homeless Animal Rescue Team, Inc.",thirty_days
979,Elijah,3,0,Adult,Domestic Short Hair,White,Small,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,87.0,"Homeless Animal Rescue Team, Inc.",thirty_days
980,Roselle,0,0,Adult,Domestic Short Hair & Dilute Tortoiseshell Mix,Gray & White,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,57.0,"Homeless Animal Rescue Team, Inc.",thirty_days
981,Cheddar,4,0,Adult,Domestic Medium Hair & Tabby Mix,Tabby (Orange / Red),Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Medium,55.0,"Homeless Animal Rescue Team, Inc.",thirty_days
982,Smuggie,3,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,68.0,"Homeless Animal Rescue Team, Inc.",thirty_days
983,Elizabeth,0,0,Senior,Domestic Short Hair Mix,Black & White / Tuxedo,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,60.0,"Homeless Animal Rescue Team, Inc.",thirty_days
984,Minerva,6,0,Young,Domestic Short Hair,Tabby (Brown / Chocolate),Small,Female,", Independent, Funny, Athletic, Brave",Yes,Spayed / neutered.,Other cats.,,,Short,115.0,Holisticat Rescue and Rehabilitation,thirty_days
985,Gala,6,0,Kitten,Domestic Short Hair,Tabby (Brown / Chocolate),Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,Children.,Short,76.0,Holisticat Rescue and Rehabilitation,thirty_days
986,Atari,6,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Small,Male,,Yes,Spayed / neutered.,Other cats.,,"Dogs, children.",Short,89.0,Holisticat Rescue and Rehabilitation,thirty_days
987,Nala,5,1,Adult,Domestic Short Hair,Orange & White,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,36.0,Rescue Haven Foundation,thirty_days
988,Shannon,3,0,Adult,Domestic Short Hair,Black,Medium,Female,"Friendly, Gentle, Smart",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Medium,134.0,Angel Pets Animal Welfare Society Inc.,thirty_days
989,Inky,3,0,Kitten,Domestic Short Hair,Black,Medium,Female,"Independent, Playful, Smart",Yes,Vaccinations up to date.,Other cats.,,,Short,113.0,Angel Pets Animal Welfare Society Inc.,thirty_days
990,Pac-Man,3,0,Kitten,Domestic Short Hair,Black,Medium,Male,"Friendly, Gentle, Sweet",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,131.0,Angel Pets Animal Welfare Society Inc.,thirty_days
991,Murray,2,0,Adult,Domestic Short Hair,Buff / Tan / Fawn,Medium,Male,"Friendly, Playful",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,55.0,Angel Pets Animal Welfare Society Inc.,thirty_days
992,Chloe,0,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Medium,Female,"Protective, Playful, Friendly",Yes,Vaccinations up to date.,Other cats.,,,Short,120.0,Angel Pets Animal Welfare Society Inc.,thirty_days
993,Mason,6,0,Young,Domestic Short Hair,Gray & White,Medium,Male,"Playful, Brave, Athletic, Funny",Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,95.0,Angel Pets Animal Welfare Society Inc.,thirty_days
994,Bella,0,0,Kitten,Domestic Short Hair,Buff / Tan / Fawn,Medium,Female,"Playful, Gentle, Affectionate",Yes,Vaccinations up to date.,Other cats.,,,Short,127.0,Angel Pets Animal Welfare Society Inc.,thirty_days
995,Tasha,2,0,Kitten,Domestic Short Hair,Black,Medium,Female,"Friendly, Affectionate, Gentle",Yes,Vaccinations up to date.,Other cats.,,,Short,128.0,Angel Pets Animal Welfare Society Inc.,thirty_days
996,Dunn,0,0,Kitten,Domestic Short Hair,Gray & White,Medium,Male,"Loving, Playful, Friendly",Yes,Vaccinations up to date.,Other cats.,,,Short,138.0,Angel Pets Animal Welfare Society Inc.,thirty_days
997,Robin,3,0,Kitten,Domestic Short Hair,Tabby (Brown / Chocolate),Medium,Female,"Loving, Playful, Inquisitive",Yes,Vaccinations up to date.,"Other cats, children.",,,Short,179.0,Angel Pets Animal Welfare Society Inc.,thirty_days
998,Dove,4,0,Kitten,Domestic Short Hair,Gray & White,Medium,Female,"Playful, Loving, Friendly",Yes,Vaccinations up to date.,Other cats.,,,Short,142.0,Angel Pets Animal Welfare Society Inc.,thirty_days
999,Tom Tom,0,0,Adult,Domestic Short Hair,Gray & White,Large,Male,"Friendly, Loving",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,145.0,Angel Pets Animal Welfare Society Inc.,thirty_days
1000,Charlie,2,0,Adult,Domestic Short Hair,Black,Medium,Male,"Friendly, Playful",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,147.0,Angel Pets Animal Welfare Society Inc.,thirty_days
1001,Zinnia,0,0,Young,Domestic Short Hair,Tabby (Orange / Red),Medium,Female,"Friendly, Loving",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,121.0,Angel Pets Animal Welfare Society Inc.,thirty_days
1002,Nicky,4,0,Kitten,Domestic Short Hair,Gray & White,Medium,Male,"Sweet, Playful, Shy",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,120.0,Angel Pets Animal Welfare Society Inc.,thirty_days
1003,Tony,3,0,Adult,Domestic Short Hair,Black,Medium,Male,"Loving, Shy, Sweet",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,160.0,Angel Pets Animal Welfare Society Inc.,thirty_days
1004,Lady,2,0,Adult,Domestic Short Hair,Gray & White,Medium,Female,Sweet,Yes,"Vaccinations up to date, spayed / neutered.",,,,,160.0,Angel Pets Animal Welfare Society Inc.,thirty_days
1005,Daisy,3,0,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Female,"Sweet, Affectionate, Playful",Yes,"Vaccinations up to date, spayed / neutered.",,,Children.,Short,173.0,Angel Pets Animal Welfare Society Inc.,thirty_days
1006,Oreo,5,0,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,"Shy, Playful",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,Children.,Short,173.0,Angel Pets Animal Welfare Society Inc.,thirty_days
1007,Triscuit,4,0,Young,Domestic Short Hair,Gray & White,Large,Female,"Loving, Sweet, Friendly",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,133.0,Angel Pets Animal Welfare Society Inc.,thirty_days
1008,Petey,6,0,Adult,Domestic Short Hair,Brown / Chocolate,Medium,Male,"Quiet, Friendly",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,Children.,Short,165.0,Angel Pets Animal Welfare Society Inc.,thirty_days
1009,Bonita,3,0,Young,Domestic Short Hair,Black,Medium,Female,"Loving, Sweet",Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,161.0,Angel Pets Animal Welfare Society Inc.,thirty_days
1010,April,4,0,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Female,"Playful, Snuggly",Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,138.0,Angel Pets Animal Welfare Society Inc.,thirty_days
1011,Chuck,4,0,Adult,Domestic Short Hair,Tabby (Brown / Chocolate),Medium,Male,"Loving, Sweet",Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,153.0,Angel Pets Animal Welfare Society Inc.,thirty_days
1012,Nelly,4,0,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Female,,Yes,Spayed / neutered.,Other cats.,,,Short,163.0,Angel Pets Animal Welfare Society Inc.,thirty_days
1013,Hayden,6,0,Adult,Domestic Short Hair Mix,Black & White / Tuxedo,Medium,Female,"talkative, playful, good companion",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,70.0,Angel Pets Animal Welfare Society Inc.,thirty_days
1014,Bentley,5,0,Adult,Domestic Short Hair & Tabby Mix,Brown / Chocolate,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs.",,,Short,94.0,Angel Pets Animal Welfare Society Inc.,thirty_days
1015,Casserole,6,0,Young,Domestic Short Hair & Tiger Mix,Orange & White,Medium,Male,"active, playful",Yes,"Vaccinations up to date, spayed / neutered.",,,Other cats.,Short,88.0,Angel Pets Animal Welfare Society Inc.,thirty_days
1016,Nisha,6,0,Young,Domestic Short Hair & Tabby Mix,,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,95.0,Angel Pets Animal Welfare Society Inc.,thirty_days
1017,Leia,4,0,Young,Domestic Short Hair,Black,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,121.0,Angel Pets Animal Welfare Society Inc.,thirty_days
1018,Willow,4,0,Young,Domestic Short Hair & Tabby Mix,Gray / Blue / Silver,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,156.0,Angel Pets Animal Welfare Society Inc.,thirty_days
1019,Donnie,6,0,Adult,Domestic Short Hair,Gray & White,Medium,Male,"sweet, playful, shy",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,95.0,Angel Pets Animal Welfare Society Inc.,thirty_days
1020,Colton,6,0,Adult,Domestic Short Hair & Tabby Mix,Tabby (Buff / Tan / Fawn),Medium,Male,playful,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,86.0,Angel Pets Animal Welfare Society Inc.,thirty_days
